# z     log(M1) err-    err+
0.024	11.625	-0.222	0.235
0.235	11.822	-0.262	0.225
0.406	11.936	-0.253	0.268
0.640	12.068	-0.272	0.269
0.898	12.158	-0.282	0.308
1.138	12.229	-0.295	0.327
1.425	12.303	-0.322	0.335
1.681	12.348	-0.325	0.328
1.963	12.397	-0.340	0.327
2.183	12.419	-0.340	0.342
2.444	12.446	-0.344	0.354
2.689	12.478	-0.359	0.343
2.989	12.497	-0.364	0.359
3.215	12.506	-0.348	0.361
3.454	12.524	-0.367	0.369
3.725	12.544	-0.369	0.370
3.947	12.547	-0.365	0.380
4.186	12.557	-0.362	0.370
