# z=4
# M_h           M/M_h
2.402e11	0.011
3.176e11	0.014
4.176e11	0.016
5.570e11	0.020
7.593e11	0.023
9.899e11	0.025
1.328e12	0.027
1.783e12	0.027
2.324e12	0.026
3.129e12	0.024
# z=5
# M_h           M/M_h
1.434e11	0.011
1.791e11	0.012
2.356e11	0.015
3.193e11	0.017
4.216e11	0.020
5.690e11	0.023
7.519e11	0.025
9.997e11	0.026
1.333e12	0.026
1.803e12	0.024
2.378e12	0.022
3.160e12	0.019
4.253e12	0.017
