11.2218293057043 -2.26890530570427 0.165612 0.153457
11.3464610549838 -2.15190805498376 0.185627 0.132693
11.4710110103024 -2.03504801030242 0.189490 0.130743
11.5951761739227 -1.92607617392272 0.174654 0.147642
11.719304554549 -1.83741255454904 0.151250 0.177581
11.8430273819368 -1.77938338193684 0.128610 0.210811
11.9666364152712 -1.75717641527122 0.117659 0.237924
12.0899239356807 -1.76875993568073 0.119697 0.252135
12.213047935195 -1.80806393519505 0.134706 0.254739
12.3358053240939 -1.86749032409392 0.160483 0.246898
12.4585569221134 -1.94098592211343 0.195066 0.233608
12.5809112809424 -2.02341328094243 0.236439 0.215385
12.703227441383 -2.11192244138303 0.285483 0.196656
12.8252798820873 -2.20420388208733 0.338504 0.176651
12.9473547101938 -2.29922071019377 0.399534 0.157015
