11.3570929008797 -2.17420790087969 0.068780 0.101740
11.4809226282474 -2.1037056282474 0.085358 0.098815
11.6043342949681 -2.06110729496807 0.110768 0.091911
11.7277151662373 -2.04175616623729 0.141176 0.089932
11.8507089715752 -2.04080097157518 0.172719 0.095814
11.9735636726024 -2.05470767260243 0.201717 0.109320
12.0960699723409 -2.08018697234088 0.229879 0.125112
12.2185881983895 -2.11514719838949 0.255032 0.140550
12.3407107879677 -2.1572487879677 0.277877 0.154141
12.4628632558024 -2.20541625580244 0.301920 0.163930
12.5846982078614 -2.2581352078614 0.331417 0.170455
