10.9284538317834 -2.67057583178335 -0.027501 0.139110
11.0542924400982 -2.63616744009821 -0.001883 0.102336
11.1802454415996 -2.5840294415996 0.018797 0.066208
11.3061231099875 -2.49594910998751 0.031690 0.035236
11.4320927897659 -2.36547978976593 0.039075 0.016806
11.5579948436974 -2.20693984369738 0.043206 0.010379
11.6839291372389 -2.04732513723893 0.042899 0.008138
11.809813483393 -1.91026948339296 0.038454 0.006339
11.9356796749325 -1.8087136749325 0.032615 0.005260
12.0614759314333 -1.7457309314333 0.027128 0.006152
12.1872359269785 -1.71861592697851 0.023201 0.008932
12.3128550890426 -1.7219940890426 0.021053 0.012642
12.438433915213 -1.75017591521295 0.021040 0.016514
12.563801868944 -1.79767386894402 0.023316 0.020165
12.6891138048266 -1.86017380482655 0.027716 0.023259
12.8141519031121 -1.93388790311215 0.034079 0.025886
12.9391053162162 -2.01624031621616 0.042453 0.028086
13.0637375167571 -2.10489151675711 0.052056 0.029850
13.1882404281404 -2.19845542814039 0.062686 0.031392
13.3124015793844 -2.29553757938445 0.074021 0.032425
13.4363665570056 -2.3954045570056 0.085866 0.033600
13.5600110547686 -2.49727705476861 0.098127 0.034418
13.6834163623374 -2.6007483623374 0.110617 0.035252
13.8064656242198 -2.70533362421977 0.123199 0.036038
13.929359125259 -2.81096012525903 0.135827 0.036658
14.0518446537935 -2.91716565379347 0.148339 0.037177
14.1741547670992 -3.0240247670992 0.160777 0.037768
14.2961367365492 -3.13126373654923 0.173202 0.038179
14.4180665975593 -3.23906359755927 0.185658 0.038703
14.5396299847782 -3.34703798477817 0.197820 0.039007
14.6611829442927 -3.45548194429274 0.209987 0.039277
14.7823906344589 -3.56401663445893 0.221812 0.039610
