# MCMC min boundaries for each redshift bin in COSMOS
# M1, Ms0, beta, delta, gamma, ksi
12., 10.2, 0.3, 0.2, 0, 0
12., 10.2, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
12., 10.6, 0.3, 0.2, 0, 0
